frequency_hz,target_magnitude_db,target_phase_rad,fit_magnitude_db,fit_phase_rad
100,0.618470207216,1.57032131227,2.90184407286,1.54229440082
105.280119377,1.0709343708,1.57029587726,3.35027529037,1.54079132977
110.83903536,1.52400337844,1.57026903961,3.79887264766,1.53920919758
116.691468743,1.9777438745,1.57024071512,4.24765487618,1.53754387778
122.852917595,2.43222997816,1.57021081342,4.69664290542,1.53579103325
129.339698302,2.88754415217,1.5701792373,5.14586014033,1.53394610614
136.168988774,3.34377817971,1.57014588198,5.59533277806,1.53200430728
143.358873935,3.80103426408,1.57011063434,6.04509017066,1.52996060513
150.928393616,4.2594262691,1.57007337192,6.49516524126,1.52780971422
158.897592972,4.71908112022,1.57003396181,6.94559496328,1.52554608305
167.287575568,5.18014039052,1.56999225942,7.39642091363,1.52316388137
176.12055926,5.64276209965,1.56994810698,7.84768991371,1.52065698667
185.419935036,6.1071227589,1.56990133179,8.29945477427,1.51801896988
195.210328954,6.57341970198,1.56985174424,8.75177516447,1.51524307993
205.517667359,7.04187374863,1.5697991354,9.20471862931,1.51232222708
216.369245536,7.51273225757,1.56974327426,9.65836178574,1.50924896449
227.793799995,7.98627263692,1.56968390431,10.1127917344,1.50601546758
239.821584567,8.46280639482,1.56962073967,10.5681077331,1.50261351048
252.484450524,8.94268383109,1.56955346028,11.0244231898,1.49903443856
265.815930919,9.42629949354,1.56948170621,11.4818680465,1.49526913556
279.851329394,9.91409855197,1.56940507071,11.9405916454,1.4913079835
294.627813663,10.4065842799,1.56932309183,12.4007661924,1.48714081251
310.184513942,10.9043268823,1.56923524211,12.8625909648,1.48275683681
326.562626566,11.4079739699,1.56914091586,13.3262974517,1.47814457137
343.805523089,11.918263063,1.56903941343,13.7921556707,1.47329172159
361.958865131,12.4360366158,1.56892992155,14.26048198,1.46818503517
381.070725305,12.962260199,1.56881148845,14.7316488009,1.46281010043
401.191714511,13.4980446722,1.56868299234,15.206096805,1.4571510686
422.375115967,14.0446734504,1.56854310088,15.6843503028,1.45119026731
444.677026308,14.603636338,1.56839021859,16.1670368302,1.44490765707
468.156504137,15.1766719322,1.56822241782,16.6549122894,1.43828005927
492.875726426,15.7658213402,1.56803734704,17.1488935176,1.43128004805
518.90015316,16.3734970459,1.56783210708,17.6501008942,1.42387434191
546.298700693,17.0025723602,1.56760308179,18.1599146806,1.41602144089
575.143924243,17.6564993101,1.56734570209,18.6800503827,1.4076681083
605.512210031,18.3394665496,1.56705411079,19.2126608312,1.39874405191
637.483977562,19.0566147722,1.5667206761,19.7604763371,1.38915374369
671.143892585,19.8143367027,1.56633526747,20.326999942,1.3787635888
706.581091303,20.6207048697,1.5658841467,20.9167836629,1.36738133966
743.889416417,21.4860984867,1.56534821294,21.535825645,1.35472219626
783.167665635,22.4241519661,1.56470011532,22.1921502385,1.34035127151
824.519853301,23.453245617,1.56389927884,22.8966669468,1.32358245827
868.05548584,24.5989583977,1.56288284413,23.6644514808,1.30329325339
913.889851749,25.8983386464,1.56154798526,24.5166356396,1.27756923617
962.144326893,27.4078937985,1.55971423262,25.4830188029,1.242983417
1012.94669593,29.2200174259,1.55703330425,26.6047450664,1.19304650311
1066.4314907,31.5014746224,1.55273534941,27.9320756195,1.11469371683
1122.74034648,34.6030076081,1.54471542796,29.49026752,0.980353612766
1182.02237706,39.4963078113,1.52443129672,31.0882335628,0.73550996515
1244.43456963,51.8913205758,1.37382182357,31.7172887961,0.331162119414
1310.14220047,44.8393985633,-1.48244527593,29.9643847753,-0.0877791573916
1379.31927266,37.0346216966,-1.53422677746,26.7400389851,-0.298053721397
1452.14897685,32.9090758834,-1.54759383658,23.5973384414,-0.301645460319
1528.82417635,30.0509477101,-1.55370829823,21.2092036727,-0.169176537297
1609.54791792,27.834170289,-1.55719775213,19.8396544541,0.0283975087775
1694.53396942,25.9999749093,-1.55943901577,19.4040440658,0.224029102262
1784.00738588,24.4153581865,-1.56098509203,19.5646396957,0.380518338709
1878.20510554,23.0021374487,-1.56210006002,20.0039302031,0.493073310783
1977.37657726,21.7097293473,-1.56292479243,20.5373213719,0.57054320451
2081.78442106,20.5027879678,-1.5635399748,21.0801335836,0.622958507148
2191.70512366,19.3548607288,-1.56399357536,21.598766466,0.658025264458
2307.42977058,18.244783426,-1.56431395059,22.0822283141,0.681089275374
2429.264817,17.1544142894,-1.56451636888,22.5288860602,0.695784338993
2557.53289931,16.0670296955,-1.56460610217,22.9407443225,0.704606922596
2692.5736895,14.9660016049,-1.56457937214,23.3210529808,0.709313029911
2834.74479461,13.8334891591,-1.56442251581,23.6733428623,0.711174520046
2984.42270379,12.6488821366,-1.56410905394,24.0010711496,0.711142464257
3142.00378526,11.3866355487,-1.56359346035,24.3075265543,0.709952030972
3307.90533594,10.0128650644,-1.56279868288,24.5958442948,0.708190929683
3482.56668655,8.47941880556,-1.56159018998,24.8690671824,0.706344968336
3666.45036497,6.7124593843,-1.55971714184,25.1302270613,0.704828994907
3860.04332113,4.58769473092,-1.5566603968,25.382437995,0.70400826457
4063.85821648,1.86722385501,-1.55115510949,25.6290007094,0.704213274805
4278.43478161,-2.00757115921,-1.53912739157,25.8735220442,0.705749820389
4504.34124554,-9.02730705327,-1.49631170967,26.1200558601,0.708905115367
4742.17584044,-20.9014022823,1.25554186526,26.3732740929,0.713950100564
4992.56838587,-5.57103651103,1.5136874623,26.6386789935,0.721137350013
5256.18195661,-0.250315182788,1.53714050728,26.9228703523,0.730693172331
5533.71463858,3.08318445052,1.54559127052,27.2338849167,0.742801421754
5825.90137746,5.54908679874,1.54973106839,27.5816295758,0.757574980645
6133.51592496,7.53500738983,1.55201852623,27.9784358151,0.775008514134
6457.37288779,9.22255086365,1.55331901631,28.439771871,0.794902296833
6798.32988487,10.7124208137,1.55400986187,28.9851640353,0.816740322918
7157.28981841,12.0672268791,1.55427608476,29.63940524,0.839493354233
7535.20326497,13.32953709,1.55421248417,30.434172792,0.861291021063
7933.07099264,14.5306770296,1.55386464651,31.4102198397,0.878845471765
8351.94661129,15.6955575553,1.55324655195,32.620179856,0.886355114369
8792.93936265,16.8456573778,1.55234741204,34.1307782066,0.873213833231
9257.21705772,18.0011529519,1.55113215274,36.0158020561,0.818813607723
9746.00916933,19.1827542198,1.54953645573,38.2908723811,0.680931851525
10260.6100879,20.4136712443,1.54745484306,40.5693193564,0.383315025649
10802.3825494,21.72219725,1.54471702922,41.3245888793,-0.093594808332
11372.7612435,23.1456954353,1.54104101204,39.641581935,-0.514542023632
11973.2566136,24.737581175,1.53593418539,37.1345139871,-0.740320032432
12605.4588561,26.581049578,1.52846284636,34.8068371395,-0.837366791296
13271.0421317,28.8198436491,1.51663065713,32.7671453264,-0.864585893094
13971.7689988,31.740575,1.49529320344,30.8928691547,-0.845018622347
14709.4950809,36.0641560521,1.44603277522,28.981652026,-0.7734503241
15486.1739809,44.7393944448,1.22208019594,26.6976254734,-0.588453377364
16303.862454,45.5955665361,-1.17523438519,24.3698465851,0.063726250485
17164.7258546,36.128259243,-1.43621364066,36.8906121306,1.31873589421
18071.0438704,31.4188053714,-1.48836017168,36.032069561,-1.33109643992
19025.2165594,28.0993692392,-1.50969800791,28.573947625,-0.997395131053
20029.7707054,25.3040578903,-1.52017343075,37.4177684424,0.789221865485
21087.3665095,22.5069214673,-1.52423044307,35.3426118116,-1.31176890532
22200.8046347,18.7986662173,-1.51934639035,32.0072273419,-1.28230543853
23373.033622,7.68564309096,-1.42229343894,30.4539896338,-1.25827833172
24607.1576992,26.3190612928,1.54253149729,29.4140043363,-1.24449776499
25906.4450009,31.9659257001,-1.55838645264,28.6047116455,-1.23742478524
27274.3362232,25.5141581328,-1.56065597766,27.9218257976,-1.23487800576
28714.453735,22.8631300125,-1.56066552512,27.3160767867,-1.2355350403
30230.6111706,21.1140058849,-1.56086727351,26.7604637411,-1.23853865781
31826.8235287,19.7387152139,-1.5611895225,26.2386578847,-1.24329664278
33507.3178049,18.557319938,-1.56155199813,25.7400739951,-1.24937814219
35276.5441849,17.4880677141,-1.56191144335,25.2574898384,-1.25645681543
37139.1878299,16.4861076101,-1.56224537439,24.7857805688,-1.26427779752
39100.1812828,15.5228818648,-1.56254141908,24.321193192,-1.27263745367
41164.7175311,14.5776060206,-1.56279165248,23.8609042002,-1.28137035459
43338.2637578,13.633081466,-1.56298942183,23.4027354238,-1.29034050978
45626.5758201,12.6732060178,-1.5631272197,22.9449629661,-1.2994352098
48035.7134909,11.6810839138,-1.56319475669,22.4861832293,-1.30856052238
50572.0565067,10.6371200215,-1.56317653362,22.0252150882,-1.31763786923
53242.3214615,9.51654670492,-1.56304796863,21.5610254145,-1.32660132805
56053.5795936,8.28558076488,-1.56276825575,21.0926697352,-1.33539543194
59013.2755111,6.89463392073,-1.56226566752,20.6192424306,-1.34397331409
62129.2469062,5.26488019948,-1.56140359534,20.1398323794,-1.35229509149
65409.7453107,3.25802097754,-1.55988942329,19.6534807626,-1.36032640741
68863.4579471,0.59502694843,-1.55697025265,19.1591380588,-1.36803706572
72499.5307337,-3.43490535174,-1.54996362929,18.6556172021,-1.37539969382
76327.592504,-11.9239385692,-1.51727771364,18.1415394238,-1.38238836532
80357.7805056,-13.8628867437,1.50444326846,17.6152683981,-1.38897709766
84600.7672448,-2.96662674484,1.55140270323,17.0748267757,-1.39513811029
89067.788749,2.27387320556,1.5594265453,16.5177866993,-1.4008396771
93770.6743212,6.07782639321,1.56245457948,15.9411218805,-1.40604331924
98721.8778657,9.3477433605,1.56374781908,15.3410022469,-1.41069993299
103934.510868,12.5145565981,1.56405381339,14.7125011708,-1.41474417936
109422.377115,15.9578339822,1.56338688771,14.0491663,-1.41808597029
115200.009252,20.306384246,1.56086724841,13.342370994,-1.42059694359
121282.707263,27.5902582622,1.55035558596,12.5802996802,-1.42208791721
127686.578989,39.9194419399,-1.48774350933,11.7462948529,-1.4222692331
134428.582788,23.914568497,-1.55628523537,10.816029772,-1.42067647643
141526.572436,17.9468180298,-1.56133588435,9.75237346717,-1.41652020426
148999.34441,13.3044893146,-1.56157602594,8.4953252279,-1.40835057279
156866.687666,8.00486947956,-1.55734005424,6.94019640247,-1.39320376163
165149.436037,-3.57861753801,-1.51723186629,4.8832553782,-1.36398215886
173869.523409,3.6646065273,1.5380231939,1.85563456267,-1.29866485307
183050.041805,14.3661065169,1.55076073088,-3.55668893511,-1.08334054304
192715.302532,24.6963449326,1.54042290638,-9.59815506232,0.462077375709
202890.900563,36.4690618378,-1.49410259974,1.0917722361,1.30950858806
213603.782317,23.449696633,-1.5574207819,7.77977788207,1.44392189724
224882.317016,19.1585382342,-1.56362889781,13.2114900672,1.48843486016
236756.371812,16.5550106205,-1.56572479518,18.89289075,1.50040955273
249257.390876,14.6445605183,-1.56664523023,26.9807332436,1.47060951098
262418.478669,13.0933767258,-1.56705293282,43.4086551752,-1.07300565844
276274.48761,11.7497581524,-1.56716528423,26.7365783659,-1.50835246427
290862.110363,10.5309123576,-1.56706092255,21.9799112934,-1.5342929011
306219.977012,9.38472208303,-1.56675891844,19.2423891117,-1.5423565092
322388.757354,8.27363847412,-1.56624210166,17.3336597617,-1.54603923832
339411.268599,7.16646029496,-1.56546031471,15.8642735971,-1.54815373266
357332.588759,6.03302230783,-1.56432122554,14.6607841877,-1.54959573149
376200.176018,4.83945934093,-1.56266598244,13.6321362171,-1.55071552233
396063.994407,3.54222158561,-1.56021636941,12.7252508147,-1.55166733735
416976.64612,2.07813277641,-1.55645584956,11.9068313401,-1.5525242226
438993.510808,0.344326871751,-1.55033091915,11.1548174092,-1.55332233544
462172.892235,-1.85006199258,-1.53936081898,10.4539587317,-1.55407999154
486576.172672,-4.92978717492,-1.51614602864,9.79334719367,-1.55480651717
512267.975448,-10.2016971164,-1.44529270009,9.1649587562,-1.55550660351
539316.33608,-25.5807653531,-0.333609213839,8.56275067967,-1.55618253824
567792.882444,-9.71303357617,1.36700726602,7.98208049849,-1.5568353819
597773.024449,-2.60047303375,1.44613027839,7.41931966787,-1.55746559817
629336.153742,2.22059175942,1.46465665211,6.87158938331,-1.55807339289
662565.853941,6.40744395852,1.46398207706,6.33657551476,-1.55865889413
697550.121978,10.6978239075,1.44689325546,5.81239618509,-1.55922224439
734381.601131,15.9328058393,1.39676151886,5.29750522399,-1.55976364394
773157.826352,24.5046466214,1.184952752,4.79062059047,-1.56028336714
813981.482554,29.2951654557,-0.987779051141,4.29067050309,-1.56078176415
856960.676537,19.8339892876,-1.40930405507,3.79675234198,-1.5612592551
902209.22327,15.6317680704,-1.48265802647,3.30810090407,-1.56171632084
949846.947287,12.9998049813,-1.51197205942,2.82406360388,-1.5621534923
1000000,11.090485027,-1.5274843415,2.34408089736,-1.5625713401
